区域,RCOD,AD,RBOD,RTP,RTN,Wetsludge
华北地区,0.952403846,0.916742424,0.958490566,0.943566363,0.741455696,9867
华北地区,0.934761905,0.984982456,0.993066667,0.977865613,0.741105769,31670
华北地区,0,0,0,0,0,434.35
华北地区,0,0,0,0,0,2171.75
华北地区,0,0,0,0,0,1737.4
华北地区,0.917150396,0.953864734,0.949637681,0.844444444,0.652988048,97473
华北地区,0,0,0,0,0,1737.4
华北地区,0.928064516,0.993985507,0.950144928,0.967655786,0.900806452,4500
华北地区,0,0,0,0,0,434.35
华北地区,0.738095238,0.812795699,0.817692308,0.856333333,0.4584,17.9
华北地区,0.929891304,0.910347826,0.935873016,0.885407725,0.876595745,1363
华北地区,0,0,0,0,0,217.175
华北地区,0.902867384,0.950533808,0.943821138,0.965442765,0.676726343,6255
华北地区,0.870253165,0.944166667,0.968695652,0.789035088,0.560294118,7431
华北地区,0.927358491,0.862100457,0.910425532,0.701212121,0.653943218,208
华北地区,0,0,0,0,0,2606.1
华北地区,0,0,0,0,0,1607.095
华北地区,0.893495935,0.978829268,0.96733945,0.921268657,0.694612795,23591
华北地区,0.859090909,0.946,0.968769231,0.958264463,0.519918699,8670
华北地区,0.917266187,0.973571429,0.928979592,0.889121339,0.619047619,2231
华北地区,0,0,0,0,0,868.7
华北地区,0,0,0,0,0,2388.925
华北地区,0,0,0,0,0,8687
华北地区,0,0,0,0,0,868.7
华北地区,0,0,0,0,0,1303.05
华北地区,0.89893617,0.992271663,0.968413793,0.981983806,0.716393443,147557
华北地区,0,0,0,0,0,651.525
华北地区,0,0,0,0,0,3040.45
华北地区,0,0,0,0,0,1303.05
华北地区,0,0,0,0,0,2606.1
华北地区,0,0,0,0,0,434.35
华北地区,0.923404255,0.953053097,0.973359375,0.93494898,0.839925373,750
华北地区,0,0,0,0,0,2606.1
华北地区,0,0,0,0,0,434.35
华北地区,0.923280423,0.981445087,0.974693878,0.944927536,0.722727273,4550
华北地区,0.878165939,0.968721461,0.938705882,0.964469914,0.680985915,9525
华北地区,0.947532468,0.985120773,0.973740458,0.973220339,0.716053512,12920
华北地区,0,0,0,0,0,6515.25
华北地区,0,0,0,0,0,651.525
华北地区,0,0,0,0,0,217.175
华北地区,0,0,0,0,0,651.525
华北地区,0.901976285,0.990837838,0.965326087,0.927125506,0.807797271,605
华北地区,0.925136612,0.425319149,0.974013158,0.789393939,0.665957447,5826
华北地区,0.881451613,0.724756098,0.902205882,0.913253012,0.534507042,5013
华北地区,0,0,0,0,0,434.35
华北地区,0.77699115,0.961097561,0.892272727,0.845294118,0.488297872,354
华北地区,0,0,0,0,0,651.525
华北地区,0,0,0,0,0,434.35
华北地区,0.915570934,0.988969957,0.967894737,0.933203125,0.814240506,500
华北地区,0.935714286,0.989640103,0.977155172,0.914021164,0.721645022,56110
华北地区,0.928571429,0.99261708,0.977478992,0.917402597,0.718510158,63143
华北地区,0.933936652,0.989279279,0.977802198,0.933018868,0.72406015,11762
华北地区,0,0,0,0,0,6029.8
华北地区,0.923717949,0.960837004,0.900769231,0.931058824,0.748096886,8091
华北地区,0.854347826,0.940353698,0.978070175,0.970598911,0.726117647,29169
华北地区,0,0,0,0,0,1205.96
华北地区,0.896534653,0.982773973,0.944666667,0.870792079,0.691028446,1008
华北地区,0,0,0,0,0,3014.9
华北地区,0.885576923,0.917586207,0.927247706,0.797435897,0.61,44360
华北地区,0,0,0,0,0,1808.94
华北地区,0.928571429,0.928571429,0.929857143,0.724029126,0.799080882,5834
华北地区,0,0,0,0,0,3617.88
华北地区,0.85106383,0.928346457,0.937586207,0.804402516,0.866145833,1627
华北地区,0,0,0,0,0,6029.8
华北地区,0,0,0,0,0,6029.8
华北地区,0.950895141,0.967861842,0.942142857,0.88963964,0.763800905,5438
华北地区,0.8875,0.92986014,0.914479167,0.795857988,0.93121547,2986
华北地区,0.948837209,0.990086634,0.959859155,0.930818966,0.841130604,1937
华北地区,0,0,0,0,0,2411.92
华北地区,0,0,0,0,0,1205.96
华北地区,0.901456311,0.947074074,0.94955414,0.871428571,0.791629956,10860
华北地区,0.882058047,0.83814554,0,0.647247706,0,4394
华北地区,0.913274336,0.913168044,0.937413793,0.919551935,0.79025974,5853
华北地区,0.933561644,0.900993377,0.949186047,0.899208443,0.828417266,6760
华北地区,0.925765306,0.897038328,0.951005587,0.893314763,0.823005566,5095
华北地区,0.897228145,0.92087146,0.95912037,0.924956063,0.742664671,36652
华北地区,0,0,0,0,0,6029.8
华北地区,0.918009479,0.923744856,0.962197802,0.915859031,0.884552846,5928
华北地区,0.918009479,0.923786008,0.962404372,0.916299559,0.885094851,6186
华北地区,0.886746988,0.910266667,0.936134454,0.873076923,0.762347188,6984
华北地区,0.902564103,0.979578947,0.891082803,0,0,1446
华北地区,0.912957746,0.949367589,0.966868687,0.926649077,0.739954853,24601
华北地区,0,0,0,0,0,3014.9
华北地区,0,0,0,0,0,2110.43
华北地区,0,0,0,0,0,7235.76
华北地区,0.943853821,0.904424552,0.955940594,0.947692308,0.817579618,38448
华北地区,0,0,0,0,0,8441.72
华北地区,0.890666667,0.980746269,0.9174,0.78,0.47961165,2008
华北地区,0,0,0,0,0,9647.68
华北地区,0.866502463,0.943971631,0.922424242,0.891558442,0.707058824,3057
华北地区,0.897260274,0.97502008,0.914901961,0.846855346,0.717831325,2436
华北地区,0,0,0,0,0,3014.9
华北地区,0,0,0,0,0,3617.88
华北地区,0.889177489,0.868980392,0.896226415,0.930294906,0.604775281,8675
华北地区,0.93537415,0.948208955,0.924953271,0.887608069,0.699267399,8323
华北地区,0,0,0,0,0,2411.92
华北地区,0.923297491,0.896368421,0.952767857,0.937037037,0.714792899,9023
华北地区,0.912883436,0.827007874,0.845263158,0.740350877,0.443049327,9217
华北地区,0,0,0,0,0,7235.76
华北地区,0.930638298,0.984707602,0.968849558,0.905825243,0.749908592,13601
华北地区,0.909170306,0.705989975,0.943333333,0.897867299,0,32252
华北地区,0.867549669,0.969630485,0.935874439,0.8203125,0.552806122,10297
华北地区,0.938309859,0.924429066,0.969136364,0.943345112,0.771499176,10625
华北地区,0.921900826,0.976111111,0.950254237,0.875618375,0.695594714,2177
华北地区,0.949206349,0.958041237,0.97984127,0.918303571,0.737323944,6960
华北地区,0.893721973,0.954850746,0.977327586,0.872693727,0.629961089,20530
华北地区,0.946830986,0.981802575,0.949240506,0.927593361,0.605523256,2776
华北地区,0.929896907,0.941642651,0.945462185,0.928909091,0.7375,20782
华北地区,0,0,0,0,0,904.47
华北地区,0,0,0,0,0,3195.794
华北地区,0.930024213,0.956666667,0.957011494,0.933628319,0.757090909,24823
华北地区,0.920658683,0.94094431,0.938991597,0.944937587,0.749905838,24763
华北地区,0.761904762,0.661777778,0.913793103,0.596774194,0.540727273,25
华北地区,0.887209302,0.949138577,0.93,0.807798165,0.907411168,1230
华北地区,0.920192308,0.904208494,0.916309524,0.85,0.802020202,1446
华北地区,0.912732919,0.917078313,0.924461538,0.827822581,0.597904192,1496
华北地区,0,0,0,0,0,1205.96
华北地区,0.910162602,0.936360294,0.958597561,0.89296875,0.644637681,627
华北地区,0.876884422,0.889756098,0.935242718,0.783950617,0.555234657,978
华北地区,0.903930131,0.934572271,0.924117647,0.896907216,0.702564103,5664
华北地区,0.915909091,0.95244898,0.895352113,0.8352,0.95255102,3196
华北地区,0.90952381,0.912382271,0.944336283,0.905735661,0.902309469,5298
华北地区,0.893641618,0.886415663,0.9375,0.92079646,0.748970252,505
华北地区,0.900555556,0.927882883,0.94025641,0.833076923,0.89398827,1684
华北地区,0.891970803,0.866636771,0.899888889,0.865306122,0.79787234,1980
华北地区,0.885483871,0.922934783,0.958898305,0.819823789,0.918834951,2558
华北地区,0.899033816,0.974090909,0.95242236,0.91629393,0.876356589,2839
华北地区,0.921543408,0.940180412,0.918,0.901136364,0.908598726,3616
华北地区,0,0,0,0,0,3014.9
华北地区,0.933564014,0.992761341,0.914444444,0.900881057,0.767924528,17665
华北地区,0.802290076,0.968755556,0.902769231,0.902631579,0.676601671,480
华北地区,0.910326087,0.985400593,0.919565217,0.947390397,0.747395833,536
华北地区,0.939325843,0.995490196,0.947678571,0.896587927,0.819088937,1630
华北地区,0.856,0.952731278,0.92272,0,0,1375
华北地区,0.940366972,0.923376623,0.944086957,0.897454545,0.724908425,1505
华北地区,0.914159292,0.981746725,0.973909465,0.890178571,0.733333333,1062
华北地区,0.933488372,0.970338346,0.927889908,0.854230769,0.561666667,2203
华北地区,0,0,0,0,0,1808.94
华北地区,0.830232558,0.905787671,0.908,0.899781659,0.914122137,4111
华北地区,0,0,0,0,0,1205.96
华北地区,0.894358974,0.860862944,0.935909091,0.863636364,0.797658863,1272
华北地区,0.894059406,0.973304721,0.962428571,0.85,0.665702479,978
华北地区,0,0,0,0,0,1808.94
华北地区,0.904979253,0.938461538,0.952230769,0.885892116,0.698884758,396
华北地区,0,0,0,0,0,1326.556
华北地区,0.920441989,0.984136691,0.950073529,0.888817891,0.588118812,3334
华北地区,0,0,0,0,0,1808.94
华北地区,0,0,0,0,0,3014.9
华北地区,0.938727273,0.921243655,0.959944134,0.831111111,0.66984127,6336
华北地区,0,0,0,0,0,2411.92
华北地区,0,0,0,0,0,9647.68
华北地区,0.941666667,0.98559633,0.9635625,0.934555985,0.77599278,43062
华北地区,0.951452282,0.995174129,0.979681275,0.96941896,0.766419295,36338
华北地区,0.931712963,0.961605505,0.957625,0.951644101,0.770705244,78879
华北地区,0.858723404,0.96392283,0.926605505,0.920386643,0.743478261,4856
华北地区,0.899638989,0.932296296,0.955044248,0.893979933,0.863296703,751
华北地区,0.909459459,0.987928118,0.942,0.918328841,0.883333333,2913
华北地区,0,0,0,0,0,482.384
华北地区,0.904191617,0.952614108,0.924074074,0.871270718,0.806748466,1855
华北地区,0.913913043,0.96380597,0.928514851,0.933928571,0.647923323,8698
华北地区,0.898054475,0.874806202,0.95975,0.877740864,0.657320872,6727
华北地区,0.9232,0.98416476,0.94375,0.90326087,0.863500931,6100
华北地区,0,0,0,0,0,1205.96
华北地区,0.933542977,0.965102041,0.993432836,0.89084507,0.798742138,60981
华北地区,0.874468085,0.894798387,0.940298507,0.868273092,0.606287425,1221
华北地区,0.848125,0.991467181,0.879180328,0.829850746,0.788554217,2833
华北地区,0.905524862,0.95531746,0.909333333,0.769655172,0.673170732,6103
华北地区,0.904150943,0.965737705,0.9522,0.92027027,0.820913462,5091
华北地区,0.880769231,0.951411765,0.964277108,0.883003953,0.809911894,3438
华北地区,0.873255814,0.931041667,0.954642857,0.904147465,0.656190476,5979
华北地区,0.819607843,0.971619718,0.989503106,0.933862434,0.627804878,3030
华北地区,0.903422983,0.946758893,0.980809249,0.904979253,0.723696682,2108
华北地区,0.961054422,0.989550265,0.991598174,0.91510989,0.857882883,1448
华北地区,0.945856354,0.977738516,0.987375,0.929010989,0.795564516,3629
华北地区,0.830107527,0.937348066,0.93816,0.878656126,0.938732394,1445
华北地区,0.785211268,0.925639098,0.924571429,0.848412698,0.855154639,665
华北地区,0,0,0,0,0,1205.96
华北地区,0.931457801,0.962934783,0.977111111,0.930208333,0.789380531,7147
华北地区,0.899621212,0.965249042,0.9695,0.907420495,0.560655738,8465
华北地区,0.945583039,0.990769231,0.9760199,0.918635171,0.732920792,15448
华北地区,0.944444444,0.995617978,0.926041667,0.857079646,0.951131222,5725
华北地区,0.883529412,0.975708333,0.913423423,0.795910781,0.560207612,16869
华北地区,0.874626866,0.909594096,0.973235294,0.883966245,0.90521978,2892
华北地区,0.956413793,0.968821053,0.972313167,0.956547042,0.786206897,26335
华北地区,0.907991361,0.89223565,0.960347826,0.887912088,0.7125,17014
华北地区,0.881761006,0.973582555,0.942702703,0.919419643,0.796226415,2626
华北地区,0.880120482,0.894623955,0.888021978,0.912390671,0.72020202,1376
华北地区,0.92681388,0.97555,0.949385965,0.907377049,0.833539413,1779
华北地区,0.897033898,0.936363636,0.932211538,0.845228216,0.781596452,3403
华北地区,0.918484848,0.955223464,0.937890625,0.932137031,0.730861244,1310
华北地区,0.899625468,0.930588235,0.6992,0.880487805,0.621428571,1130
华北地区,0.935207101,0.984637037,0.938970588,0.835968379,0.697555556,1887
华北地区,0.954545455,0.987513417,0.960175439,0.968557692,0.839927184,8452
华北地区,0.913071895,0.911064426,0.938518519,0.953082192,0.761594203,4188
华北地区,0.917073171,0.939890909,0.869857143,0.858064516,0.597777778,6032
华北地区,0.922352941,0.913507109,0.93547619,0.89512894,0.695454545,14753
华北地区,0.942124542,0.961391941,0.952875,0.784848485,0.55828877,2164
华北地区,0.932333333,0.967662835,0.911208791,0.896812749,0.926566416,10188
华北地区,0.90887574,0.891610738,0.937821782,0.921269841,0.701932367,3636
华北地区,0.905172414,0.972831325,0.92877551,0.89890411,0,3005
华北地区,0.893939394,0.945985663,0.960656934,0.89695122,0.64,4215
华北地区,0.9,0.95700565,0.953932584,0.880786026,0.546215139,4111
华北地区,0.857971014,0.916630037,0.950719424,0.897965116,0.820512821,4767
华北地区,0.929912023,0.972248677,0.966772152,0.95915493,0.733526012,18422
华北地区,0.9004329,0.953800475,0.985576923,0.921348315,0.783282209,17028
华北地区,0,0,0,0,0,3014.9
华北地区,0,0,0,0,0,6029.8
华北地区,0.872368421,0.957981221,0.937741935,0.890384615,0.88280543,1759
华北地区,0.903688525,0.957282609,0.871910112,0.689820359,0.861591696,4256
华北地区,0.87092511,0.904081633,0.99950495,0.798773006,0,2186
华北地区,0.896197719,0.915418327,0.961038251,0.876190476,0.784717608,2997
华北地区,0.816528926,0.975577558,0.93125,0.899267399,0.899137931,619
华北地区,0.866942149,0.96956,0.946,0.830973451,0.807569721,3102
华北地区,0,0,0,0,0,1808.94
华北地区,0.807471264,0.976538462,0.849038462,0.770108696,0,2625
华北地区,0.923076923,0.934780488,0.9736,0.8588,0.67919708,6902
华北地区,0.798963731,0.873928571,0.912765957,0.8896,0.793726937,642
华北地区,0,0,0,0,0,1205.96
华北地区,0.847222222,0.946818182,0.939861111,0.897594502,0.701320132,3467
华北地区,0.862015504,0.967089552,0.899655172,0.884857143,0.710309278,5075
华北地区,0.900980392,0.912105263,0.95965812,0.889160839,0.704975124,6497
华北地区,0.895737705,0.978093126,0.942748092,0.767709637,0.735779817,39575
华北地区,0.928451883,0.960060241,0.988857143,0.890753425,0.689457831,15599
华北地区,0,0,0,0,0,3979.668
华北地区,0.921830986,0.97316,0.80804878,0.852173913,0.872727273,1400
华北地区,0,0,0,0,0,1205.96
华北地区,0.917446809,0.964943311,0.962641509,0.953141831,0.747577093,3891
华北地区,0.8175,0.986345515,0.93325,0.838367347,0.562081784,608
华北地区,0.854850746,0.896242424,0.962173913,0.926551724,0.402512563,508
华北地区,0.919480519,0.984633333,0.974831461,0.872340426,0.672395833,3496
华北地区,0.886891386,0.950424528,0.798518519,0.5625,0.488389513,9862
华北地区,0.895202952,0.983426396,0.879439252,0.862421712,0.642205323,6840
华北地区,0.902094241,0.827830688,0.475,0.726956522,0.644224422,3980
华北地区,0.930414747,0.99702847,0.944833333,0.962302158,0.868944844,524
华北地区,0,0,0,0,0,602.98
华北地区,0.94453125,0.918530534,0.95,0.8,0.867532468,14788
华北地区,0.890740741,0.983368794,0.890136986,0.902067183,0,6805
华北地区,0.9035,0.970451128,0.944561404,0.897368421,0,2244
华北地区,0.925,0.977849462,0,0.901025641,0,8412
华北地区,0,0,0,0,0,1808.94
华北地区,0.899233716,0.905496183,0.930754717,0.904285714,0.701719198,2715
华北地区,0.918103448,0.94759434,0.918705882,0.775151515,0.617421603,3200
华北地区,0,0,0,0,0,3014.9
华北地区,0,0,0,0,0,1808.94
华北地区,0.877777778,0.932696629,0.908928571,0.898534799,0.887550201,4543
华北地区,0.872777778,0.932822581,0.953150685,0.895924765,0.679375,2061
华北地区,0.831818182,0.967164751,0.890350877,0.549837134,0,1809
华北地区,0.901510574,0.950540541,0.964042553,0.919821826,0.698404255,4109
华北地区,0.959326425,0.970121457,0.991686047,0.98768997,0.851274363,64571
华北地区,0.932248521,0.943944954,0.971948052,0.930317848,0.707093822,9002
华北地区,0.937192118,0.946280488,0.963631841,0.948875256,0.768994889,36893
华北地区,0.856701031,0.927478261,0.899651163,0.787373737,0.782902584,14544
华北地区,0.900413223,0.854611111,0.93247191,0.839906103,0.771896956,14710
华北地区,0.8605,0.873846154,0.941123596,0.739156627,0.38700565,444
华北地区,0.960773481,0.945992647,0.933941606,0.869624573,0.70437018,3182
华北地区,0.931476323,0.965432432,0.972857143,0.913469388,0.7475,1799
华北地区,0.943569554,0.972264151,0.964402174,0.901477833,0.709766454,2396
华北地区,0.959745763,0.94415,0.976830189,0.939411765,0.798791019,17467
华北地区,0.831683168,0.966011561,0.988085106,0.935046729,0,782
华北地区,0.922795115,0.899167975,0.94618705,0.943878788,0.546666667,24897
华北地区,0.906741573,0.746641221,0.9,0.963758389,0.670616114,220
华北地区,0.936708861,0.967772829,0.978433735,0.9408,0.797585227,10012
华北地区,0.961188119,0.986445396,0.947972973,0.939319471,0.841246684,10108
华北地区,0.928148148,0.956560694,0.936541353,0.917511521,0.766304348,1696
华北地区,0.884162896,0.922467866,0.894020619,0.846449704,0.731630648,3147
华北地区,0.865697674,0.978645833,0.954871795,0.86446281,0.711881188,1984
华北地区,0.900977199,0.956555184,0.945925926,0.870914127,0.695365854,1452
华北地区,0.927899687,0.919661319,0.950945274,0.912931034,0.822992126,1070
华北地区,0.901858736,0.937850467,0.916162791,0.871174377,0.65,977
华北地区,0.938658147,0.979059406,0.958602151,0.934072022,0.775296443,37696
华北地区,0.925957447,0.92815427,0.904571429,0.854748603,0.699791667,1323
华北地区,0.9390681,0.976818182,0.927631579,0.873493976,0.647965116,25344
华北地区,0.947486034,0.947870968,0.947596154,0.833920705,0.792364991,6862
华北地区,0.948189415,0.938378378,0.943851351,0.909430255,0.663360882,5170
华北地区,0.966125761,0.97757764,0.974115044,0.961423221,0.771003717,50500
华北地区,0.829891304,0.922916667,0.938275862,0.903636364,0.524870466,2765
华北地区,0.977760968,0.952352941,0.985508772,0.983390805,0.751871658,6750
华北地区,0.968145161,0.959020619,0.94,0.913400576,0.710403397,1464
华北地区,0.93153527,0.925541126,0.942743363,0.881987578,0.797959184,1064
华北地区,0.958263305,0.978691589,0.95244898,0.874226804,0.823529412,923
华北地区,0.940972222,0.9658867,0.955403226,0.85511811,0.788142292,757
华北地区,0.916161616,0.967581395,0.959126214,0.884272997,0.732901554,2001
华北地区,0.964379085,0.943117871,0.957923497,0.903225806,0.769767442,1337
华北地区,0.905376344,0.938627451,0.928072289,0.869579288,0.704030227,1229
华北地区,0.907924528,0.956754967,0.921428571,0.832083333,0.773466003,1569
华北地区,0.949363057,0.956331776,0.949574468,0.904285714,0.744238683,27336
华北地区,0.908125,0.973875,0.924659091,0.888418079,0,1579
华北地区,0.882478632,0.941245136,0.9211,0.8453125,0.618390805,2155
华北地区,0.914035088,0.941246819,0.949823529,0.875409836,0.780492813,3022
华北地区,0.93836858,0.985107527,0.956535948,0.912935323,0.812619808,7346
华北地区,0.959386973,0.986704545,0.975582822,0.924137931,0.793522267,5740
华北地区,0.912064343,0.90006006,0.959895833,0.826570048,0.809006928,1638
华北地区,0.935972851,0.917645051,0.966754386,0.940661939,0.690804598,4949
华北地区,0.917630058,0.977668394,0.957542373,0.925661376,0.737474542,3411
华北地区,0.95112782,0.973714286,0.97240566,0.964642857,0.817701863,6188
华北地区,0.924289406,0.976504673,0.971118421,0.933396947,0.789059829,4668
华北地区,0.924871795,0.987600619,0.960372671,0.902836879,0.81701847,1012
华北地区,0.933093525,0.973453815,0.979484536,0.899086758,0.656329114,809
华北地区,0.8764,0.923221477,0.948103448,0.905263158,0.830701754,1184
华北地区,0.91023622,0.983373984,0.9198,0.897150259,0.690625,1199
华北地区,0.869415808,0.963109756,0.943714286,0.907565789,0.848133595,1702
华北地区,0.918444444,0.896521739,0.961674419,0.926235094,0.760477002,2283
华北地区,0.9305,0.989185804,0.949785714,0.642093023,0.846075085,1626
华北地区,0.895518207,0.824454148,0.93956044,0.861772152,0.687272727,1000
华北地区,0.908053691,0.921232092,0.935284553,0.934782609,0.752350427,3971
华北地区,0.876241135,0.902897436,0.94787234,0.837394958,0.741914894,5682
华北地区,0.950967742,0.990290698,0.990670103,0.952293578,0.864251208,23630
华北地区,0.910983982,0.958431373,0.95502924,0.903587444,0.74964539,3541
华北地区,0.915662651,0.951218274,0.953869048,0.892067308,0.790419162,1089
华北地区,0.899604743,0.941517615,0.91423913,0.900983607,0.748253275,3108
华北地区,0.89858156,0.965880759,0.966074766,0.890074442,0.74459725,3008
华北地区,0.892026578,0.951604278,0.942928571,0.892351275,0,1893
华北地区,0.899324324,0.940639535,0.929369369,0.898143236,0.767729084,1164
华北地区,0.877880184,0.925779817,0.882816901,0.893312102,0.729253112,1617
华北地区,0.878947368,0.95212828,0.913333333,0.924020888,0.755606407,708
华北地区,0.899734748,0.907468354,0.961746032,0.9125,0.732075472,2257
华北地区,0.861409396,0.978557047,0.954248366,0.884022039,0.888811189,7330
华北地区,0.900452489,0.975294118,0.940245902,0.844483986,0.641625616,7229
华北地区,0.943396226,0.98480826,0.929680851,0.919786096,0.724565217,8143
华北地区,0.911489362,0.983544776,0.920348837,0.915317919,0.875227687,1163
华北地区,0.928609626,0.926848249,0.941196581,0.776506024,0.712626263,1693
华北地区,0.743373494,0.8175,0.770645161,0.780769231,0.450641026,37
华北地区,0.934939759,0.924661654,0.945480226,0.840753425,0.69275766,2316
华北地区,0.923913043,0.945526316,0.95484472,0.848611111,0.788683128,3597
华北地区,0.902857143,0.902576177,0.951349693,0.907021792,0.481300813,864
华北地区,0.943611111,0.968367347,0.954556213,0.976744186,0.874846626,1861
华北地区,0.916171617,0.928338658,0.958910256,0.913880126,0.748349057,1427
华北地区,0.894773519,0.959090909,0.921150442,0.801639344,0.792376682,422
华北地区,0.924571429,0.947777778,0.964640523,0.890853659,0.912093023,916
华北地区,0.935233161,0.967213439,0.958645833,0.856382979,0.883464567,1420
华北地区,0.945945946,0.98005305,0.964223301,0.894339623,0.740674603,1083
华北地区,0.900835655,0.902861111,0.953390805,0.892622951,0.666246851,761
华北地区,0.931638418,0.967545455,0.956268657,0.89,0.919818182,650
华北地区,0.904428044,0.902964169,0.918295455,0.901983003,0.792979452,4808
华北地区,0.938580247,0.971136364,0.951586207,0.903409091,0.810690423,14949
华北地区,0.932154341,0.982376426,0.94203252,0.944444444,0.848148148,3453
华北地区,0.907079646,0.916397695,0.953777778,0.875316456,0.764097744,1406
华北地区,0.933875339,0.971399689,0.93,0.902770781,0.778761062,1445
华北地区,0.942192691,0.940325203,0.984545455,0.867383513,0.774782609,429
华北地区,0.92543554,0.945685619,0.939133858,0.920134228,0.740682415,4247
华北地区,0.864114833,0.841277372,0.897,0.653503185,0.874693252,542
华北地区,0.936078431,0.900775194,0.945481481,0.857261411,0.604081633,193
华北地区,0.912303665,0.93037037,0.935572519,0.900890208,0.788,677
华北地区,0.876450512,0.813432343,0.915744681,0.853846154,0.702570093,331
华北地区,0.902484472,0.913479263,0.946666667,0.902538071,0.805027933,1005
华北地区,0.939205955,0.918814229,0.943543307,0.917252396,0.681400966,422
华北地区,0.912166172,0.920295699,0.947194245,0.90137741,0.919782214,795
华北地区,0.903888889,0.869583333,0.942222222,0.9,0.705479452,360
华北地区,0.89339934,0.844548387,0.942846154,0.85170068,0.678688525,367
华北地区,0.908273381,0.918422619,0.947925926,0.817,0.722247706,655
华北地区,0.964634146,0.962251082,0.965663717,0.901812689,0.715531335,7438
华北地区,0.8634375,0.858930636,0.947888199,0.900650759,0.685529158,5005
华北地区,0.921857923,0.931221945,0.953943662,0.926950355,0,1607
华北地区,0.861093248,0.828463476,0.933071429,0.876470588,0.747514911,1591
华北地区,0.911494253,0.887827476,0.947751938,0.899496222,0.896556122,238
华北地区,0.903358209,0.916529968,0.925648148,0.857414449,0.878293413,1230
华北地区,0.971717172,0.983200935,0.988137931,0.83125,0.881695568,4616
华北地区,0.881569966,0.887640449,0.960478723,0.702272727,0.75785124,781
华北地区,0.903603604,0.95807309,0.932293578,0.792222222,0.820465116,211
华北地区,0.832338308,0.944276316,0.957571429,0.849371069,0.667134831,785
华北地区,0.945833333,0.947248521,0.973263158,0.909186352,0.932122093,604
华北地区,0.929478458,0.93859375,0.961298701,0.948795181,0.808549618,7095
华北地区,0.870877193,0.973809524,0,0,0,1461
华北地区,0.958039216,0.933271889,0.981834862,0.9545,0.729787234,18708
华北地区,0.911969112,0.961832298,0.968166667,0.941604478,0.722008547,13041
华北地区,0.960991736,0.958920188,0.987591241,0,0.815767045,12779
华北地区,0.941197183,0.922463768,0.971089494,0.966560847,0.861509901,9330
华北地区,0.941190476,0.920678392,0.987760417,0.881018519,0.562430939,7988
华北地区,0.904347826,0.94317852,0.951037037,0.662002946,0.790273556,2325
